Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Revenue_per_Month,Average_Monthly_Charges,Charges_Evolution,Total_Services,Contract_Risk_Score,Payment_Risk_Score,Service_Dependency_Score,Loyalty_Adjusted_Value,Gender_Encoded,Contract_Encoded,Payment Method_Encoded,Internet Service_DSL,Internet Service_Fiber optic,Internet Service_No,Value_Segment_Low,Value_Segment_Medium,Value_Segment_High,Value_Segment_Premium,customer_sentiment,sentiment_encoded,pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9
No,No,No,0.100476143,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,0.705690865,0.482941565,Yes,0.634658905,0.634658905,1.895134357,6,3,2,0.76880815,0.665901426,0,0,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NEGATIVE,0,-0.7082569,-0.3377057,-1.482751,1.5931457,0.85808265,-0.7745808,1.4795299,0.06541528,-0.090036236,0.77697134
Yes,No,No,0.245892753,Yes,Yes,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.258471749,0.475518134,Yes,0.25517748,0.25517748,0.144478924,2,3,3,0,0.458095227,0,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,Yes,No,-0.473574805,Yes,No,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),0.1657807,-0.204457002,Yes,0.157978497,0.157978497,0.237590705,2,3,1,0,0.039323594,1,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NEGATIVE,0,-0.26699018,-1.2547898,2.1352773,0.40851644,-0.16761985,-0.6700695,-0.5231145,-0.7619506,-0.7332544,-0.42656788
No,No,No,-0.989731303,Yes,Yes,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,0.279113074,-0.906887886,Yes,0.281949925,0.281949925,0,2,3,2,0,-0.692169097,0,0,3,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NEGATIVE,0,-0.3911823,-1.2513912,2.3039494,0.3170882,-0.13537382,-0.49424657,-0.468712,-0.49900806,-0.4770571,-0.3335162
Yes,No,No,-0.989731303,Yes,No,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.158563522,-0.924716249,Yes,0.160621364,0.160621364,0,2,3,3,0,-0.728866254,1,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NEGATIVE,0,-0.4247303,-1.3459911,2.2643504,0.30497086,-0.2561439,-0.5667703,-0.3380804,-0.81894773,-0.7607735,-0.41934478
No,Yes,No,-0.836928894,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,-0.481492846,-0.801159441,Yes,-0.474877874,-0.474877874,-0.230560742,1,3,2,-0.490545965,-0.677299206,0,0,3,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NEGATIVE,0,-0.27157605,-1.2971604,2.2475975,0.24673223,-0.23827775,-0.65522146,-0.4433594,-0.46052742,-0.28300214,-0.4205007
No,Yes,No,0.376969385,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),0.637759298,0.724894521,Yes,0.658236873,0.658236873,-0.382258532,5,3,1,0.645020411,0.736174334,1,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NEGATIVE,0,-0.7082569,-0.3377057,-1.482751,1.5931457,0.85808265,-0.7745808,1.4795299,0.06541528,-0.090036236,0.77697134
No,No,No,-0.723022973,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,-0.010923394,-0.554567582,Yes,-0.098978988,-0.098978988,2.134939312,1,3,3,-0.490545965,-0.286791635,1,0,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NEGATIVE,0,-0.31536353,-1.2894869,2.21216,0.42291212,-0.14360206,-0.69810957,-0.56833774,-0.5197035,-0.5670501,-0.5145085
No,Yes,No,0.392528833,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.437310869,0.659132328,Yes,0.43600684,0.43600684,0.122779101,3,3,3,0.359472591,0.620593878,1,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NEGATIVE,0,-0.7082569,-0.3377057,-1.482751,1.5931457,0.85808265,-0.7745808,1.4795299,0.06541528,-0.090036236,0.77697134
No,No,No,0.312977886,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),0.462235619,0.603904018,Yes,0.458810875,0.458810875,0.177868478,3,3,1,0.359472591,0.608868721,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NEGATIVE,0,-0.7082569,-0.3377057,-1.482751,1.5931457,0.85808265,-0.7745808,1.4795299,0.06541528,-0.090036236,0.77697134
Yes,No,No,-0.989731303,Yes,No,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,-0.37191369,-1.017834982,Yes,-0.374279518,-0.374279518,0,2,3,2,-0.222876017,-0.911238713,1,0,3,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NEGATIVE,0,-0.21837664,-1.3053639,2.1860547,0.35663402,-0.19103007,-0.48189914,-0.33345333,-0.45181865,-0.33548683,-0.26759306
No,Yes,No,0.228586573,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0.772570569,0.630485976,Yes,0.750927707,0.750927707,0.66888193,7,3,1,0.88278248,0.757198033,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NEGATIVE,0,-0.7082569,-0.3377057,-1.482751,1.5931457,0.85808265,-0.7745808,1.4795299,0.06541528,-0.090036236,0.77697134
No,No,No,0,Yes,No,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.154953942,0.258899386,Yes,0.217075057,0.217075057,-1.416146137,2,3,3,0,0.297774401,0,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,Yes,No,-0.064805276,Yes,Yes,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,-0.188508289,0.066270044,Yes,-0.15001422,-0.15001422,-0.905409733,3,3,3,0,0.040777515,0,0,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,No,No,-0.989731303,No,No phone service,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,-0.663657541,-1.085194335,Yes,-0.669357339,-0.669357339,0,1,3,3,-0.490545965,-1.033194599,0,0,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NEGATIVE,0,-0.37079,-1.2486241,2.0227637,0.27680114,-0.3068782,-0.66461253,-0.46863323,-0.48752993,-0.41538686,-0.3516406
No,No,No,-0.836928894,Yes,Yes,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.270141065,-0.616627536,Yes,0.326424624,0.326424624,-1.26971022,2,3,3,0,-0.321855389,1,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NEGATIVE,0,-0.41479158,-1.2794203,2.338049,0.3671671,-0.094245374,-0.5045285,-0.49932274,-0.48580098,-0.39393944,-0.42745417
No,Yes,No,0.608472947,Yes,Yes,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),0.575847613,0.865284157,Yes,0.540761624,0.540761624,0.974554152,5,2,1,0.645020411,0.773221524,0,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NEGATIVE,0,-0.7082569,-0.3377057,-1.482751,1.5931457,0.85808265,-0.7745808,1.4795299,0.06541528,-0.090036236,0.77697134
No,Yes,No,-0.182380612,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0.610359894,0.217551773,Yes,0.621631385,0.621631385,-0.161761454,5,3,1,0.645020411,0.471257913,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NEGATIVE,0,-0.7082569,-0.3377057,-1.482751,1.5931457,0.85808265,-0.7745808,1.4795299,0.06541528,-0.090036236,0.77697134
No,No,No,-0.989731303,Yes,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.52798233,-0.872831354,Yes,0.532210726,0.532210726,0,4,3,3,0.509454035,-0.62050564,1,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NEGATIVE,0,-0.3607837,-1.3366578,2.3958611,0.37283766,-0.25660288,-0.57821727,-0.501168,-0.552954,-0.78690046,-0.40479115
No,No,No,-0.776797309,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.073559683,-0.579280314,Yes,0.08460553,0.08460553,-0.226969759,5,3,3,0.645020411,-0.313986007,1,0,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NEGATIVE,0,-0.3875432,-1.4381335,2.2055588,0.45454586,-0.14394285,-0.7044398,-0.5844579,-0.5321441,-0.77384806,-0.5079465
No,No,No,-0.546835077,Yes,No,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.070840514,-0.322828823,Yes,0.014156439,0.014156439,1.398923128,2,3,1,-0.222876017,-0.070894106,0,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NEGATIVE,0,-0.35057807,-1.2406754,2.1193175,0.50693953,-0.15585968,-0.6899778,-0.61135066,-0.6294381,-0.7399018,-0.5561943
No,No,No,-0.989731303,Yes,Yes,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,-0.192190604,-0.983036482,Yes,-0.192853873,-0.192853873,0,2,3,3,0,-0.844930538,1,0,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NEGATIVE,0,-0.24419272,-1.3325748,2.2256796,0.33102056,-0.1408025,-0.6092296,-0.5396682,-0.5786172,-0.5267307,-0.48675978
Yes,No,No,-0.989731303,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,-0.013655303,-0.952009353,Yes,-0.012843164,-0.012843164,0,1,3,3,-0.490545965,-0.78394588,0,0,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NEGATIVE,0,-0.3728422,-1.3438187,2.1896005,0.27218276,-0.1665167,-0.6314864,-0.48112634,-0.6593301,-0.66608316,-0.4609618
No,No,No,-0.546835077,No,No phone service,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,-0.460812707,-0.472200613,Yes,-0.442613932,-0.442613932,-0.488364717,2,3,3,0,-0.396948247,1,0,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NEGATIVE,0,-0.21577418,-1.0539138,2.0946245,0.3397688,-0.35659987,-0.7081824,-0.57277083,-0.41408378,-0.4299271,-0.38342732
No,No,No,-0.989731303,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-0.960159605,-1.177743745,Yes,-0.970242675,-0.970242675,0,1,3,2,-0.490545965,-1.186547758,0,0,3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NEGATIVE,0,-0.40009785,-1.2024045,2.1256795,0.37211594,-0.40180564,-0.6480466,-0.35892954,-0.55121434,-0.43111053,-0.39848512
No,No,No,-0.989731303,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,-0.008191911,-0.951106789,Yes,-0.007337697,-0.007337697,0,1,3,3,-0.490545965,-0.782145814,1,0,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NEGATIVE,0,-0.38170576,-1.3072487,2.1857893,0.2913526,-0.19134222,-0.6335078,-0.4796201,-0.6417372,-0.6618577,-0.4763281
No,No,No,-0.906122343,Yes,No,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),0.303318631,-0.720163108,Yes,0.391305958,0.391305958,-2.013314852,3,3,1,0.19141875,-0.447999589,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NEGATIVE,0,-0.3587116,-1.261903,2.4387984,0.41127145,0.06351859,-0.62895334,-0.47662592,-0.47497562,-0.4075795,-0.32055494
No,Yes,No,-0.836928894,Yes,Yes,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0.26026745,-0.616571482,Yes,0.326724788,0.326724788,-1.509851012,2,3,1,0,-0.325900056,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NEGATIVE,0,-0.30052328,-1.2372994,2.3716393,0.37007657,-0.18483154,-0.5964442,-0.53201765,-0.4523654,-0.49929696,-0.4913381
No,No,No,-0.375410687,Yes,Yes,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,0.353436608,-0.076784845,Yes,0.252530461,0.252530461,2.55912448,3,3,3,0.19141875,0.212237282,1,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
Yes,No,No,0.228586573,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.765538354,0.643043457,Yes,0.791641129,0.791641129,-0.507525484,6,3,3,0.76880815,0.753296837,0,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NEGATIVE,0,-0.7082569,-0.3377057,-1.482751,1.5931457,0.85808265,-0.7745808,1.4795299,0.06541528,-0.090036236,0.77697134
Yes,No,No,-0.406811682,Yes,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.363267807,-0.068448783,Yes,0.400659794,0.400659794,-0.814434824,3,3,3,0.359472591,0.195271327,1,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NEGATIVE,0,-0.7082569,-0.3377057,-1.482751,1.5931457,0.85808265,-0.7745808,1.4795299,0.06541528,-0.090036236,0.77697134
No,No,No,-0.906122343,Yes,No,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,0.156758815,-0.784614767,Yes,0.027944626,0.027944626,3.185323444,2,3,3,0,-0.502713755,1,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NEGATIVE,0,-0.40233707,-1.2913991,2.293448,0.40951082,-0.109032474,-0.6592625,-0.43774387,-0.7336967,-0.68013775,-0.43771708
No,No,No,-0.260189291,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),-0.947211178,-0.495062021,Yes,-0.92552501,-0.92552501,-0.672605435,1,2,1,-0.490545965,-0.693264196,0,1,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NEGATIVE,0,0.67538846,0.5493585,-0.10491368,0.6183002,-0.3099167,-1.3213812,-1.1170443,0.5725961,0.45100588,1.6607683
No,No,No,-0.989731303,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.023644327,-0.945897849,Yes,0.024740286,0.024740286,0,1,3,3,-0.490545965,-0.77172849,1,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NEGATIVE,0,-0.4104463,-1.4015996,2.273774,0.39958182,0.04837259,-0.55872524,-0.4879597,-0.61562836,-0.5476132,-0.5024882
No,No,No,-0.776797309,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-0.943232958,-0.9291374,Yes,-0.972778795,-0.972778795,0.425704446,1,3,2,-0.490545965,-0.932384498,0,0,3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NEGATIVE,0,-0.27386618,-1.2450869,2.0653777,0.41559964,-0.33167288,-0.7081557,-0.53427196,-0.20076418,-0.27192813,-0.2511847
No,No,No,0.175253776,Yes,No,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),0.251287405,0.42915311,Yes,0.283897414,0.283897414,-0.712761343,4,3,1,0.19141875,0.428073965,0,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,No,No,-0.439481315,Yes,No,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),0.140508976,-0.169125444,Yes,0.157744474,0.157744474,-0.36321624,2,3,1,0,0.050332536,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NEGATIVE,0,-0.15018535,-1.207972,2.2692518,0.6178923,-0.06509746,-0.67341185,-0.68891424,-0.6646152,-0.4956242,-0.38730592
No,Yes,No,-0.233542584,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,0.348072299,0.107185804,Yes,0.405875326,0.405875326,-1.299477949,3,3,2,0.19141875,0.298490397,0,0,3,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,No,No,-0.509281283,Yes,Yes,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.509342764,-0.157970478,Yes,0.488919188,0.488919188,0.601489537,4,3,3,0.509454035,0.187492834,0,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NEGATIVE,0,-0.33382452,-1.167124,2.36478,0.40695775,-0.15123293,-0.6161138,-0.633498,-0.7016834,-0.6353307,-0.44120207
No,No,No,-0.989731303,Yes,No,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,0.108873076,-0.932356791,Yes,0.110588132,0.110588132,0,2,3,3,-0.222876017,-0.744419921,0,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NEGATIVE,0,-0.38347518,-1.3784859,2.344407,0.44143778,-0.03476881,-0.50555503,-0.5581772,-0.65527827,-0.68174887,-0.48194337
No,No,No,-0.133735356,Yes,Yes,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.159465813,0.083758325,Yes,0.047813606,0.047813606,2.765438478,2,3,3,-0.222876017,0.240214388,0,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
Yes,Yes,No,0.061306134,Yes,Yes,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.264756031,0.313053356,Yes,0.22344945,0.22344945,1.069914031,2,3,3,0,0.392060477,1,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
Yes,Yes,No,0.061306134,Yes,Yes,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,0.270141065,0.31689451,Yes,0.234225271,0.234225271,0.939252495,2,3,3,0,0.395390876,1,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,No,No,0.041227311,Yes,Yes,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),0.292563988,0.324157491,Yes,0.303831502,0.303831502,-0.200200909,2,3,1,0,0.400797788,0,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,No,No,-0.233542584,Yes,No,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.063587451,0.00772224,Yes,0.085493856,0.085493856,-0.484229167,2,3,1,-0.222876017,0.130779673,1,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
Yes,Yes,No,0.482583998,No,No phone service,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,-0.471148227,0.298944658,Yes,-0.46906066,-0.46906066,-0.125337208,2,3,3,0,-0.023609713,1,0,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NEGATIVE,0,-0.2044867,0.6997704,-0.6000474,0.25927567,-0.20034611,0.24076413,0.77594614,0.8706671,-0.010814726,0.9306907
Yes,No,No,-0.989731303,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,-0.466449143,-1.03794267,Yes,-0.469810555,-0.469810555,0,1,3,3,-0.490545965,-0.9485347,1,0,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NEGATIVE,0,-0.2826835,-1.206578,2.206567,0.30104634,-0.29289943,-0.5971563,-0.43889508,-0.42464405,-0.36920604,-0.25948045
No,No,No,-0.110254122,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.461345906,0.199281035,Yes,0.329463575,0.329463575,3.360350448,4,3,3,0.509454035,0.42918465,1,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NEGATIVE,0,-0.7082569,-0.3377057,-1.482751,1.5931457,0.85808265,-0.7745808,1.4795299,0.06541528,-0.090036236,0.77697134
No,No,No,-0.989731303,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),-0.949201322,-1.173616878,Yes,-0.95909848,-0.95909848,0,1,3,1,-0.490545965,-1.180070536,1,0,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NEGATIVE,0,-0.24727619,-1.1823511,2.1125984,0.41494063,-0.283634,-0.5996362,-0.44724607,-0.3129282,-0.3312645,-0.2317999
No,Yes,No,0.594967703,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0.685418028,0.897622969,Yes,0.656493128,0.656493128,0.838369949,6,1,1,0.76880815,0.835443311,1,2,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NEGATIVE,0,-0.7082569,-0.3377057,-1.482751,1.5931457,0.85808265,-0.7745808,1.4795299,0.06541528,-0.090036236,0.77697134
No,No,No,-0.509281283,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,-0.457995493,-0.485307686,Yes,-0.562166584,-0.562166584,2.340512961,1,3,3,-0.490545965,-0.370704085,1,0,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NEGATIVE,0,-0.21203458,-1.059168,2.1265898,0.4492954,-0.26164553,-0.6650143,-0.6678218,-0.45254657,-0.23101157,-0.3468525
No,Yes,No,-0.906122343,No,No phone service,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,-0.656001336,-0.954582243,Yes,-0.675662922,-0.675662922,0.316128086,1,3,3,-0.490545965,-0.872986553,0,0,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NEGATIVE,0,-0.35551357,-1.1894274,2.1465755,0.3084355,-0.27075782,-0.7350876,-0.44001752,-0.39613348,-0.2707627,-0.26732126
No,No,No,-0.989731303,Yes,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),-0.445795228,-1.033427732,Yes,-0.44893274,-0.44893274,0,1,3,1,-0.490545965,-0.94022579,1,0,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NEGATIVE,0,-0.33040738,-1.273926,2.171036,0.28152993,-0.14972429,-0.54099035,-0.43810737,-0.5093236,-0.3914727,-0.36453325
No,No,No,-0.989731303,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,-0.46550955,-1.037735713,Yes,-0.468860697,-0.468860697,0,1,3,3,-0.490545965,-0.948154664,0,0,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NEGATIVE,0,-0.26447165,-1.2068833,2.194074,0.3103024,-0.2608628,-0.56481606,-0.47393623,-0.38074446,-0.34149617,-0.2772972
Yes,No,No,-0.989731303,No,No phone service,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,-0.500324944,-1.045507215,Yes,-0.504061678,-0.504061678,0,3,3,3,0,-0.962370535,1,0,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NEGATIVE,0,-0.2383138,-1.242138,2.1684024,0.27894646,-0.23697536,-0.58367944,-0.35891235,-0.5756457,-0.36428928,-0.29936248
Yes,No,No,0.175253776,Yes,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),-0.241990067,0.229132268,Yes,-0.204420098,-0.204420098,-0.891785277,3,3,1,0,0.085692091,0,0,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,Yes,No,-0.233542584,Yes,No,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.051795151,0.013018016,Yes,0.1014279,0.1014279,-1.134155848,2,3,3,-0.222876017,0.123472031,0,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,No,No,0.407923413,Yes,No,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.271038438,0.595441657,Yes,0.239205345,0.239205345,0.839728656,3,3,3,0.19141875,0.519654869,1,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,No,No,-0.989731303,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,-0.45048617,-1.034446908,Yes,-0.453674212,-0.453674212,0,1,3,2,-0.490545965,-0.942104716,0,0,3,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NEGATIVE,0,-0.19270337,-1.1468364,2.2112274,0.31723183,-0.33383834,-0.6296506,-0.5194026,-0.4083431,-0.41463214,-0.3229314
No,No,No,-0.836928894,Yes,No,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,0.242303495,-0.636807896,Yes,0.220780464,0.220780464,0.583154452,3,3,3,0.19141875,-0.333291307,0,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NEGATIVE,0,-0.2964387,-1.267293,2.3411376,0.39735377,-0.14306998,-0.60840464,-0.49581826,-0.52198654,-0.5094826,-0.5069797
